test_id,node,test_category,test_description,test,result,failure_reason
1,gts478,Hardware,Power supply state,Power supply 1,FAIL,Power supply state is "powerLoss"
60,ph155,Hardware,fan status (power supplies),PowerSupply4,PASS
61,ph156,Hardware,fan status (power supplies),PowerSupply1,PASS
62,ph156,Hardware,fan status (power supplies),PowerSupply2,PASS
63,ph156,Hardware,fan status (power supplies),PowerSupply3,PASS
64,ph156,Hardware,fan status (power supplies),PowerSupply4,PASS
65,tg257,Hardware,fan status (power supplies),PowerSupply1,PASS
66,tg257,Hardware,fan status (power supplies),PowerSupply2,PASS
67,tg257,Hardware,fan status (power supplies),PowerSupply3,PASS
68,tg257,Hardware,fan status (power supplies),PowerSupply4,PASS
69,tg294,Hardware,fan status (power supplies),PowerSupply1,PASS
70,tg294,Hardware,fan status (power supplies),PowerSupply2,PASS
71,tg294,Hardware,fan status (power supplies),PowerSupply3,PASS
72,tg294,Hardware,fan status (power supplies),PowerSupply4,PASS
73,gts478,Hardware,fan status (fan tray),Tray 1,PASS
74,gts478,Hardware,fan status (fan tray),Tray 2,PASS
75,gts478,Hardware,fan status (fan tray),Tray 3,PASS
76,gts478,Hardware,fan status (fan tray),Tray 4,PASS
77,gts479,Hardware,fan status (fan tray),Tray 1,PASS
78,gts479,Hardware,fan status (fan tray),Tray 2,PASS
79,gts479,Hardware,fan status (fan tray),Tray 3,PASS
80,gts479,Hardware,fan status (fan tray),Tray 4,PASS
81,gts480,Hardware,fan status (fan tray),Tray 1,PASS
82,gts480,Hardware,fan status (fan tray),Tray 2,PASS
83,gts480,Hardware,fan status (fan tray),Tray 3,PASS
84,gts480,Hardware,fan status (fan tray),Tray 4,PASS
85,gts481,Hardware,fan status (fan tray),Tray 1,PASS
86,gts481,Hardware,fan status (fan tray),Tray 2,PASS
87,gts481,Hardware,fan status (fan tray),Tray 3,PASS
88,gts481,Hardware,fan status (fan tray),Tray 4,PASS
89,hs447,Hardware,fan status (fan tray),Tray 1,PASS
90,hs447,Hardware,fan status (fan tray),Tray 2,PASS
91,hs447,Hardware,fan status (fan tray),Tray 3,PASS
92,hs447,Hardware,fan status (fan tray),Tray 4,PASS
93,hs448,Hardware,fan status (fan tray),Tray 1,PASS
94,hs448,Hardware,fan status (fan tray),Tray 2,PASS
95,hs448,Hardware,fan status (fan tray),Tray 3,PASS
96,hs448,Hardware,fan status (fan tray),Tray 4,PASS
97,kn254,Hardware,fan status (fan tray),Tray 1,PASS
98,kn254,Hardware,fan status (fan tray),Tray 2,PASS
99,kn254,Hardware,fan status (fan tray),Tray 3,PASS
100,kn254,Hardware,fan status (fan tray),Tray 4,PASS
101,kn255,Hardware,fan status (fan tray),Tray 1,PASS
102,kn255,Hardware,fan status (fan tray),Tray 2,PASS
103,kn255,Hardware,fan status (fan tray),Tray 3,PASS
104,kn255,Hardware,fan status (fan tray),Tray 4,PASS
105,kn261,Hardware,fan status (fan tray),Tray 1,PASS
106,kn261,Hardware,fan status (fan tray),Tray 2,PASS
107,kn261,Hardware,fan status (fan tray),Tray 3,PASS
108,kn261,Hardware,fan status (fan tray),Tray 4,PASS
109,kn271,Hardware,fan status (fan tray),Tray 1,PASS
110,kn271,Hardware,fan status (fan tray),Tray 2,PASS
111,kn271,Hardware,fan status (fan tray),Tray 3,PASS
112,kn271,Hardware,fan status (fan tray),Tray 4,PASS
113,ph155,Hardware,fan status (fan tray),Tray 1,PASS
114,ph155,Hardware,fan status (fan tray),Tray 2,PASS
115,ph155,Hardware,fan status (fan tray),Tray 3,PASS
116,ph155,Hardware,fan status (fan tray),Tray 4,PASS
117,ph155,Hardware,fan status (fan tray),Tray 5,PASS
118,ph155,Hardware,fan status (fan tray),Tray 6,PASS
119,ph156,Hardware,fan status (fan tray),Tray 1,PASS
120,ph156,Hardware,fan status (fan tray),Tray 2,PASS
121,ph156,Hardware,fan status (fan tray),Tray 3,PASS
122,ph156,Hardware,fan status (fan tray),Tray 4,PASS
123,ph156,Hardware,fan status (fan tray),Tray 5,PASS
124,ph156,Hardware,fan status (fan tray),Tray 6,PASS
125,tg257,Hardware,fan status (fan tray),Tray 1,PASS
126,tg257,Hardware,fan status (fan tray),Tray 2,PASS
127,tg257,Hardware,fan status (fan tray),Tray 3,PASS
128,tg257,Hardware,fan status (fan tray),Tray 4,PASS
129,tg257,Hardware,fan status (fan tray),Tray 5,PASS
130,tg257,Hardware,fan status (fan tray),Tray 6,PASS
131,tg294,Hardware,fan status (fan tray),Tray 1,PASS
132,tg294,Hardware,fan status (fan tray),Tray 2,PASS
133,tg294,Hardware,fan status (fan tray),Tray 3,PASS
134,tg294,Hardware,fan status (fan tray),Tray 4,PASS
135,tg294,Hardware,fan status (fan tray),Tray 5,PASS
136,tg294,Hardware,fan status (fan tray),Tray 6,PASS
137,gts478,Hardware,temperature,system temperature,PASS
138,gts479,Hardware,temperature,system temperature,PASS
139,gts480,Hardware,temperature,system temperature,PASS
140,gts481,Hardware,temperature,system temperature,PASS
141,hs447,Hardware,temperature,system temperature,PASS
142,hs448,Hardware,temperature,system temperature,PASS
143,kn254,Hardware,temperature,system temperature,PASS
144,kn255,Hardware,temperature,system temperature,PASS
145,kn261,Hardware,temperature,system temperature,PASS
146,kn271,Hardware,temperature,system temperature,PASS
147,ph155,Hardware,temperature,system temperature,PASS
148,ph156,Hardware,temperature,system temperature,PASS
149,tg257,Hardware,temperature,system temperature,PASS
150,tg294,Hardware,temperature,system temperature,PASS
151,gts478,Hardware,transceivers manufacturers,port 1,PASS
152,gts478,Hardware,transceivers manufacturers,port 2,PASS
153,gts478,Hardware,transceivers manufacturers,port 3,PASS
154,gts478,Hardware,transceivers manufacturers,port 4,PASS
155,gts478,Hardware,transceivers manufacturers,port 7,PASS
156,gts478,Hardware,transceivers manufacturers,port 10,PASS
157,gts478,Hardware,transceivers manufacturers,port 11,PASS
158,gts478,Hardware,transceivers manufacturers,port 13,PASS
159,gts478,Hardware,transceivers manufacturers,port 14,PASS
160,gts478,Hardware,transceivers manufacturers,port 21,PASS
161,gts478,Hardware,transceivers manufacturers,port 25,PASS
162,gts478,Hardware,transceivers manufacturers,port 32,PASS
163,gts478,Hardware,transceivers manufacturers,port 41,PASS
164,gts478,Hardware,transceivers manufacturers,port 43,PASS
165,gts478,Hardware,transceivers manufacturers,port 44,PASS
166,gts478,Hardware,transceivers manufacturers,port 49,PASS
167,gts478,Hardware,transceivers manufacturers,port 50,PASS
168,gts478,Hardware,transceivers manufacturers,port 51,PASS
169,gts478,Hardware,transceivers manufacturers,port 52,PASS
170,gts478,Hardware,transceivers manufacturers,port 53,PASS
171,gts478,Hardware,transceivers manufacturers,port 54,PASS
172,gts479,Hardware,transceivers manufacturers,port 1,PASS
173,gts479,Hardware,transceivers manufacturers,port 2,PASS
174,gts479,Hardware,transceivers manufacturers,port 3,PASS
175,gts479,Hardware,transceivers manufacturers,port 4,PASS
176,gts479,Hardware,transceivers manufacturers,port 7,PASS
177,gts479,Hardware,transceivers manufacturers,port 9,PASS
178,gts479,Hardware,transceivers manufacturers,port 10,PASS
179,gts479,Hardware,transceivers manufacturers,port 13,PASS
180,gts479,Hardware,transceivers manufacturers,port 14,PASS
181,gts479,Hardware,transceivers manufacturers,port 25,PASS
182,gts479,Hardware,transceivers manufacturers,port 34,PASS
183,gts479,Hardware,transceivers manufacturers,port 41,PASS
184,gts479,Hardware,transceivers manufacturers,port 43,PASS
185,gts479,Hardware,transceivers manufacturers,port 44,PASS
186,gts479,Hardware,transceivers manufacturers,port 49,PASS
187,gts479,Hardware,transceivers manufacturers,port 50,PASS
188,gts479,Hardware,transceivers manufacturers,port 51,PASS
189,gts479,Hardware,transceivers manufacturers,port 52,PASS
190,gts479,Hardware,transceivers manufacturers,port 53,PASS
191,gts479,Hardware,transceivers manufacturers,port 54,PASS
192,gts480,Hardware,transceivers manufacturers,port 1,PASS
193,gts480,Hardware,transceivers manufacturers,port 2,PASS
194,gts480,Hardware,transceivers manufacturers,port 3,PASS
195,gts480,Hardware,transceivers manufacturers,port 4,PASS
196,gts480,Hardware,transceivers manufacturers,port 7,PASS
197,gts480,Hardware,transceivers manufacturers,port 13,PASS
198,gts480,Hardware,transceivers manufacturers,port 14,PASS
199,gts480,Hardware,transceivers manufacturers,port 17,PASS
200,gts480,Hardware,transceivers manufacturers,port 21,PASS
201,gts480,Hardware,transceivers manufacturers,port 22,PASS
202,gts480,Hardware,transceivers manufacturers,port 23,PASS
203,gts480,Hardware,transceivers manufacturers,port 25,PASS
204,gts480,Hardware,transceivers manufacturers,port 32,PASS
205,gts480,Hardware,transceivers manufacturers,port 41,PASS
206,gts480,Hardware,transceivers manufacturers,port 43,PASS
207,gts480,Hardware,transceivers manufacturers,port 44,PASS
208,gts480,Hardware,transceivers manufacturers,port 49,PASS
209,gts480,Hardware,transceivers manufacturers,port 50,PASS
210,gts480,Hardware,transceivers manufacturers,port 51,PASS
211,gts480,Hardware,transceivers manufacturers,port 52,PASS
212,gts480,Hardware,transceivers manufacturers,port 53,PASS
213,gts480,Hardware,transceivers manufacturers,port 54,PASS
214,gts481,Hardware,transceivers manufacturers,port 1,PASS
215,gts481,Hardware,transceivers manufacturers,port 2,PASS
216,gts481,Hardware,transceivers manufacturers,port 3,PASS
217,gts481,Hardware,transceivers manufacturers,port 4,PASS
218,gts481,Hardware,transceivers manufacturers,port 7,PASS
219,gts481,Hardware,transceivers manufacturers,port 9,PASS
220,gts481,Hardware,transceivers manufacturers,port 10,PASS
221,gts481,Hardware,transceivers manufacturers,port 13,PASS
222,gts481,Hardware,transceivers manufacturers,port 14,PASS
223,gts481,Hardware,transceivers manufacturers,port 25,PASS
224,gts481,Hardware,transceivers manufacturers,port 41,PASS
225,gts481,Hardware,transceivers manufacturers,port 43,PASS
226,gts481,Hardware,transceivers manufacturers,port 44,PASS
227,gts481,Hardware,transceivers manufacturers,port 49,PASS
228,gts481,Hardware,transceivers manufacturers,port 50,PASS
229,gts481,Hardware,transceivers manufacturers,port 51,PASS
230,gts481,Hardware,transceivers manufacturers,port 52,PASS
231,gts481,Hardware,transceivers manufacturers,port 53,PASS
232,gts481,Hardware,transceivers manufacturers,port 54,PASS
233,hs447,Hardware,transceivers manufacturers,port 1,PASS
234,hs447,Hardware,transceivers manufacturers,port 2,PASS
235,hs447,Hardware,transceivers manufacturers,port 3,PASS
236,hs447,Hardware,transceivers manufacturers,port 4,PASS
237,hs447,Hardware,transceivers manufacturers,port 5,PASS
238,hs447,Hardware,transceivers manufacturers,port 6,PASS
239,hs447,Hardware,transceivers manufacturers,port 7,PASS
240,hs447,Hardware,transceivers manufacturers,port 8,PASS
241,hs447,Hardware,transceivers manufacturers,port 9,PASS
242,hs447,Hardware,transceivers manufacturers,port 11,PASS
243,hs447,Hardware,transceivers manufacturers,port 13,PASS
244,hs447,Hardware,transceivers manufacturers,port 14,PASS
245,hs447,Hardware,transceivers manufacturers,port 15,PASS
246,hs447,Hardware,transceivers manufacturers,port 21,PASS
247,hs447,Hardware,transceivers manufacturers,port 30,PASS
248,hs447,Hardware,transceivers manufacturers,port 46,PASS
249,hs447,Hardware,transceivers manufacturers,port 47,PASS
250,hs447,Hardware,transceivers manufacturers,port 48,PASS
251,hs447,Hardware,transceivers manufacturers,port 49,PASS
252,hs447,Hardware,transceivers manufacturers,port 50,PASS
253,hs447,Hardware,transceivers manufacturers,port 51,PASS
254,hs447,Hardware,transceivers manufacturers,port 52,PASS
255,hs447,Hardware,transceivers manufacturers,port 53,PASS
256,hs447,Hardware,transceivers manufacturers,port 54,PASS
257,hs448,Hardware,transceivers manufacturers,port 1,PASS
258,hs448,Hardware,transceivers manufacturers,port 2,PASS
259,hs448,Hardware,transceivers manufacturers,port 3,PASS
260,hs448,Hardware,transceivers manufacturers,port 4,PASS
261,hs448,Hardware,transceivers manufacturers,port 5,PASS
262,hs448,Hardware,transceivers manufacturers,port 6,PASS
263,hs448,Hardware,transceivers manufacturers,port 7,PASS
264,hs448,Hardware,transceivers manufacturers,port 8,PASS
265,hs448,Hardware,transceivers manufacturers,port 10,PASS
266,hs448,Hardware,transceivers manufacturers,port 11,PASS
267,hs448,Hardware,transceivers manufacturers,port 13,PASS
268,hs448,Hardware,transceivers manufacturers,port 14,PASS
269,hs448,Hardware,transceivers manufacturers,port 15,PASS
270,hs448,Hardware,transceivers manufacturers,port 21,PASS
271,hs448,Hardware,transceivers manufacturers,port 30,PASS
272,hs448,Hardware,transceivers manufacturers,port 46,PASS
273,hs448,Hardware,transceivers manufacturers,port 47,PASS
274,hs448,Hardware,transceivers manufacturers,port 48,PASS
275,hs448,Hardware,transceivers manufacturers,port 49,PASS
276,hs448,Hardware,transceivers manufacturers,port 50,PASS
277,hs448,Hardware,transceivers manufacturers,port 51,PASS
278,hs448,Hardware,transceivers manufacturers,port 52,PASS
279,hs448,Hardware,transceivers manufacturers,port 53,PASS
280,hs448,Hardware,transceivers manufacturers,port 54,PASS
281,kn254,Hardware,transceivers manufacturers,port 1,PASS
282,kn254,Hardware,transceivers manufacturers,port 2,PASS
283,kn254,Hardware,transceivers manufacturers,port 3,PASS
284,kn254,Hardware,transceivers manufacturers,port 4,PASS
285,kn254,Hardware,transceivers manufacturers,port 5,PASS
286,kn254,Hardware,transceivers manufacturers,port 6,PASS
287,kn254,Hardware,transceivers manufacturers,port 7,PASS
288,kn254,Hardware,transceivers manufacturers,port 8,PASS
289,kn254,Hardware,transceivers manufacturers,port 48,PASS
290,kn254,Hardware,transceivers manufacturers,port 50,PASS
291,kn254,Hardware,transceivers manufacturers,port 51,PASS
292,kn255,Hardware,transceivers manufacturers,port 1,PASS
293,kn255,Hardware,transceivers manufacturers,port 2,PASS
294,kn255,Hardware,transceivers manufacturers,port 3,PASS
295,kn255,Hardware,transceivers manufacturers,port 4,PASS
296,kn255,Hardware,transceivers manufacturers,port 5,PASS
297,kn255,Hardware,transceivers manufacturers,port 6,PASS
298,kn255,Hardware,transceivers manufacturers,port 7,PASS
299,kn255,Hardware,transceivers manufacturers,port 8,PASS
300,kn255,Hardware,transceivers manufacturers,port 48,PASS
301,kn255,Hardware,transceivers manufacturers,port 50,PASS
302,kn255,Hardware,transceivers manufacturers,port 51,PASS
303,kn261,Hardware,transceivers manufacturers,port 48,PASS
304,kn261,Hardware,transceivers manufacturers,port 50,PASS
305,kn261,Hardware,transceivers manufacturers,port 51,PASS
306,kn271,Hardware,transceivers manufacturers,port 48,PASS
307,kn271,Hardware,transceivers manufacturers,port 50,PASS
308,kn271,Hardware,transceivers manufacturers,port 51,PASS
309,ph155,Hardware,transceivers manufacturers,port 3/3,PASS
310,ph155,Hardware,transceivers manufacturers,port 3/4,PASS
311,ph155,Hardware,transceivers manufacturers,port 3/5,PASS
312,ph155,Hardware,transceivers manufacturers,port 3/6,PASS
313,ph155,Hardware,transceivers manufacturers,port 3/9,PASS
314,ph155,Hardware,transceivers manufacturers,port 3/11,PASS
315,ph155,Hardware,transceivers manufacturers,port 3/12,PASS
316,ph155,Hardware,transceivers manufacturers,port 3/13,PASS
317,ph155,Hardware,transceivers manufacturers,port 3/14,PASS
318,ph155,Hardware,transceivers manufacturers,port 3/17,PASS
319,ph155,Hardware,transceivers manufacturers,port 3/18,PASS
320,ph155,Hardware,transceivers manufacturers,port 3/19,PASS
321,ph155,Hardware,transceivers manufacturers,port 3/20,PASS
322,ph155,Hardware,transceivers manufacturers,port 3/26,PASS
323,ph155,Hardware,transceivers manufacturers,port 3/27,PASS
324,ph155,Hardware,transceivers manufacturers,port 3/28,PASS
325,ph155,Hardware,transceivers manufacturers,port 3/29,PASS
326,ph155,Hardware,transceivers manufacturers,port 3/30,PASS
327,ph155,Hardware,transceivers manufacturers,port 3/31,PASS
328,ph155,Hardware,transceivers manufacturers,port 3/32,PASS
329,ph155,Hardware,transceivers manufacturers,port 3/33,PASS
330,ph155,Hardware,transceivers manufacturers,port 3/34,PASS
331,ph156,Hardware,transceivers manufacturers,port 3/3,PASS
332,ph156,Hardware,transceivers manufacturers,port 3/4,PASS
333,ph156,Hardware,transceivers manufacturers,port 3/5,PASS
334,ph156,Hardware,transceivers manufacturers,port 3/6,PASS
335,ph156,Hardware,transceivers manufacturers,port 3/9,PASS
336,ph156,Hardware,transceivers manufacturers,port 3/11,PASS
337,ph156,Hardware,transceivers manufacturers,port 3/12,PASS
338,ph156,Hardware,transceivers manufacturers,port 3/13,PASS
339,ph156,Hardware,transceivers manufacturers,port 3/14,PASS
340,ph156,Hardware,transceivers manufacturers,port 3/17,PASS
341,ph156,Hardware,transceivers manufacturers,port 3/18,PASS
342,ph156,Hardware,transceivers manufacturers,port 3/19,PASS
343,ph156,Hardware,transceivers manufacturers,port 3/20,PASS
344,tg257,Hardware,transceivers manufacturers,port 3/9,PASS
345,tg257,Hardware,transceivers manufacturers,port 3/13,PASS
346,tg257,Hardware,transceivers manufacturers,port 3/14,PASS
347,tg257,Hardware,transceivers manufacturers,port 3/15,PASS
348,tg257,Hardware,transceivers manufacturers,port 3/18,PASS
349,tg257,Hardware,transceivers manufacturers,port 3/20,PASS
350,tg257,Hardware,transceivers manufacturers,port 3/24,PASS
351,tg257,Hardware,transceivers manufacturers,port 3/26,PASS
352,tg257,Hardware,transceivers manufacturers,port 3/32,PASS
353,tg257,Hardware,transceivers manufacturers,port 3/34,PASS
354,tg257,Hardware,transceivers manufacturers,port 4/17,PASS
355,tg257,Hardware,transceivers manufacturers,port 4/19,PASS
356,tg257,Hardware,transceivers manufacturers,port 4/23,PASS
357,tg257,Hardware,transceivers manufacturers,port 4/25,PASS
358,tg257,Hardware,transceivers manufacturers,port 4/31,PASS
359,tg257,Hardware,transceivers manufacturers,port 4/33,PASS
360,tg294,Hardware,transceivers manufacturers,port 3/9,PASS
361,tg294,Hardware,transceivers manufacturers,port 3/17,PASS
362,tg294,Hardware,transceivers manufacturers,port 3/18,PASS
363,tg294,Hardware,transceivers manufacturers,port 3/19,PASS
364,tg294,Hardware,transceivers manufacturers,port 3/20,PASS
365,tg294,Hardware,transceivers manufacturers,port 3/23,PASS
366,tg294,Hardware,transceivers manufacturers,port 3/24,PASS
367,tg294,Hardware,transceivers manufacturers,port 3/25,PASS
368,tg294,Hardware,transceivers manufacturers,port 3/26,PASS
369,tg294,Hardware,transceivers manufacturers,port 3/31,PASS
370,tg294,Hardware,transceivers manufacturers,port 3/32,PASS
371,tg294,Hardware,transceivers manufacturers,port 3/33,PASS
372,tg294,Hardware,transceivers manufacturers,port 3/34,PASS
373,gts478,NTP,Synchronised with NTP server,NTP,PASS
374,gts479,NTP,Synchronised with NTP server,NTP,PASS
375,gts480,NTP,Synchronised with NTP server,NTP,PASS
376,gts481,NTP,Synchronised with NTP server,NTP,PASS
377,hs447,NTP,Synchronised with NTP server,NTP,PASS
378,hs448,NTP,Synchronised with NTP server,NTP,PASS
379,kn254,NTP,Synchronised with NTP server,NTP,PASS
380,kn255,NTP,Synchronised with NTP server,NTP,PASS
381,kn261,NTP,Synchronised with NTP server,NTP,PASS
382,kn271,NTP,Synchronised with NTP server,NTP,PASS
383,ph155,NTP,Synchronised with NTP server,NTP,PASS
384,ph156,NTP,Synchronised with NTP server,NTP,PASS
385,tg257,NTP,Synchronised with NTP server,NTP,PASS
386,tg294,NTP,Synchronised with NTP server,NTP,PASS
387,gts478,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet53/1 - MLAG_PEER_gts479_Ethernet53/1,PASS
388,gts478,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet54/1 - MLAG_PEER_gts479_Ethernet54/1,PASS
389,gts478,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_TG257_Ethernet3/32/1,PASS
390,gts478,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet50/1 - P2P_LINK_TO_TG294_Ethernet3/32/1,PASS
391,gts478,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet51/1 - P2P_LINK_TO_PH155_Ethernet3/5/1,PASS
392,gts478,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet52/1 - P2P_LINK_TO_PH156_Ethernet3/5/1,PASS
393,gts479,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet53/1 - MLAG_PEER_gts478_Ethernet53/1,PASS
394,gts479,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet54/1 - MLAG_PEER_gts478_Ethernet54/1,PASS
395,gts479,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_TG257_Ethernet4/31/1,PASS
396,gts479,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet50/1 - P2P_LINK_TO_TG294_Ethernet3/31/1,PASS
397,gts479,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet51/1 - P2P_LINK_TO_PH155_Ethernet3/6/1,PASS
398,gts479,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet52/1 - P2P_LINK_TO_PH156_Ethernet3/6/1,PASS
399,gts480,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet53/1 - MLAG_PEER_gts481_Ethernet53/1,PASS
400,gts480,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet54/1 - MLAG_PEER_gts481_Ethernet54/1,PASS
401,gts480,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_TG257_Ethernet3/24/1,PASS
402,gts480,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet50/1 - P2P_LINK_TO_TG294_Ethernet3/24/1,PASS
403,gts480,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet51/1 - P2P_LINK_TO_PH155_Ethernet3/13/1,PASS
404,gts480,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet52/1 - P2P_LINK_TO_PH156_Ethernet3/13/1,PASS
405,gts481,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet53/1 - MLAG_PEER_gts480_Ethernet53/1,PASS
406,gts481,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet54/1 - MLAG_PEER_gts480_Ethernet54/1,PASS
407,gts481,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_TG257_Ethernet4/23/1,PASS
408,gts481,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet50/1 - P2P_LINK_TO_TG294_Ethernet3/23/1,PASS
409,gts481,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet51/1 - P2P_LINK_TO_PH155_Ethernet3/14/1,PASS
410,gts481,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet52/1 - P2P_LINK_TO_PH156_Ethernet3/14/1,PASS
411,hs447,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet53/1 - MLAG_PEER_hs448_Ethernet53/1,PASS
412,hs447,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet54/1 - MLAG_PEER_hs448_Ethernet54/1,PASS
413,hs447,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet49/1 - P2P_LINK_TO_TG257_Ethernet4/19/1,PASS
414,hs447,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet50/1 - P2P_LINK_TO_TG294_Ethernet3/19/1,PASS
415,hs447,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet51/1 - P2P_LINK_TO_PH155_Ethernet3/18/1,PASS
416,hs447,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet52/1 - P2P_LINK_TO_PH156_Ethernet3/18/1,PASS
417,hs448,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet53/1 - MLAG_PEER_hs447_Ethernet53/1,PASS
418,hs448,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet54/1 - MLAG_PEER_hs447_Ethernet54/1,PASS
